text,intra_sentence_similarity
it was therapeutic to come to work just to because if I was home I would go nuts thinking about stuff,0.313738823
so it was good to be busy and come to work,0.308103919
and I got through it,0.330215007
youknow and and luckily all is well yet youknow,0.275870442
so thats a,0.403672874
but its it was a long haul at the time,0.287413895
sleep alot,0.540372431
I slept alot whenever I was tired and which would happen randomly,0.242184535
not at work,0.402707934
I didnt I didnt sleep at work though youknow,0.291931331
but I felt like it I know,0.511395097
but I ke Id Id come home from work and just take a nap before I even had dinner with my husband,0.225635469
ke wed wed take a nap,0.246210933
and then and then got up and had dinner and took another nap and then went to bed,0.311694473
but I slept alot,0.36231488
thats about all I remember as far as the,0.292964309
it I guess it was a way of dealing with it too,0.313401699
ke youknow at the time I I was if I slept I didnt hafta think about things,0.229487956
so it was,0.502200902
but my husband was real great,0.342209965
he took good care of me,0.226983011
and my daughter,0.391238093
and and I dont know what I would have done without them,0.342760086
they were they were good,0.545643628
yeah have good support you have it makes you better real fast youknow,0.353083789
well I have I have an ght eighteen month old grandson whos just learning how to speak,0.208302855
and but yet I understand what he wants youknow by by youknow ke the different sounds mean different things even though theyre not English,0.248343304
you kinda know what hes talking about,0.389199108
and otherwise,0.698991656
well I do have a my my my my stepdaughters inlaws speak Spanish,0.277524561
and the the the her mother inlaw does speak a little English but not much at all,0.279966116
and the her father inlaw doesnt speak any English so,0.227300584
and I dont speak any Spanish so,0.278449148
but we do we do have a conversation,0.410575032
its kindof funny,0.40508619
I dont know if were talking about the same thing,0.315559059
but we youknow we both seem to think we are,0.387311399
but and we ke he passes me the things when I need it at the table youknow,0.247905537
ke if theres salt and pepper ke,0.238816842
so I we youknow you do you find sign language,0.409261167
but you make your own sign language I guess if you youknow if you dont know sign language,0.363386661
which but you youknow you theres ways of indicating what you need or wants m,0.284386158
I guess they know,0.632364988
that but thats I guess thats the only I my mom had a stroke in two thousand and nine but didnt recover from it,0.233236969
she she she passed away from it,0.408760101
so that was youknow so that was I only had three days of dealing with her her speaking,0.266606063
but and it was it was repetitive,0.42477417
ke she was ke stuttering speaking at that point,0.233041689
everything was,0.532829285
I I need need need need,0.659657359
youknow it was ke that kind of talk,0.225032836
it was hard for her,0.330738604
but but then I really didnt I didnt have that long a long a time to really develop any kind of a language with her,0.29448244
about something that happened,0.620491147
well I remember when my kids were my my son and daughter were in middle school,0.250402689
and every PresidentsDay week we useta take the auto train down to Florida for that week and meet my parents down in down Di by DisneyWorld and go to DisneyWorld,0.217523292
and the one time we got on the train my husband worked for the train,0.275955379
and there was a deadhead,0.36204198
deadhead means when theyre towing the a part of a train back to where it needs to be,0.29516986
there was a deadhead deadheaded presidential car being towed back to,0.281103939
well actually I guess its we we rode it the whole way,0.335397393
it was going down to Florida,0.307736635
because it it wasnt just to DC,0.328491807
well we picked it up in DC,0.227815568
so we went all the way to Florida in that one,0.299228966
so we ended up being able to use the presidential car,0.264410615
and we each on the train we each had our,0.340877116
my it was my son my daughter myself and my husband,0.359209329
and we each had our own bed our own bathroom,0.332374275
it was and it was just it was just amazing to go to travel like that,0.330420971
how I guess the the rich and famous travel like that,0.312953174
but it was I said to my kids,0.303895414
enjoy it now because were never probably gonna ever do this again youknow,0.328248769
it was it was amazing,0.422519296
but it and to lay in bed and watch as youre looking out the window at the scenery going by,0.225507095
it was just and we had two pillows each youknow,0.252120793
it was it was just living it on the train,0.34169811
it was so nice,0.40634197
and and we went to DisneyWorld too,0.349117815
that was fun too,0.361110926
but the train ride was an amazing trip,0.271492481
it was it was fun,0.419267833
and that was I guess one thing that I do remember,0.383267403
that was fun a really fun time that we had on the train,0.292310417
well theres this little boy whos outside with a soccer ball,0.247024044
and hes kicking it around,0.303463101
and hes kicking it around,0.303463101
and allofasudden he kicks it alittle too hard,0.348571062
and it goes into the window where it comes almost on the lap of the man sitting in his chair,0.257405251
and it startles him gets him scared,0.354319274
and he gets up,0.328092694
and hes looking out the window for that little boy,0.272929281
Im sure that little boy took off,0.230306089
youknow but he hes looking out the window for him,0.24697642
well theres this little boy again and his mom,0.269744903
and hes off to go to school,0.250627428
and his mom says,0.29190886
youknow it looks like its gonna rain,0.260448158
you better take the umbrella,0.392079175
and he says,0.357835323
mom I dont need the umbrella,0.259191781
its not gonna rain,0.263047606
Im not gonna need it,0.309267342
and he leaves to go,0.307400823
